filename,Classes,Labels,BM,baseline,baseline_60640,lora_97286,baseline_97286,lora_44971,baseline_97286_1,baseline_44971,lora_44971_1,lora_44971_2,lora_44971_3,Q_lora_87884,lora_13545,lora_74843,lora_96996,baseline_46636,baseline_39021,lora_28050,Q_lora_46984,lora_plus_47330
1778940.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
0930240.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1380455.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1032474.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
2116803.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
0653292.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1705402.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
2026690.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1906848.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1397217.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
2039227.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1940512.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
0731604.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1534866.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1172147.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1379879.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1384548.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1370455.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1901546.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1592073.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1371730.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1842566.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1739571.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1280039.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1906812.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1386022.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1448765.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1922541.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
1716062.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
2175563.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
0960998.jpg,DHC-1,58,,,,,,,,,,,,,,,,,,,,
2004745.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0773536.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2008455.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2003456.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1943367.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2096269.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1992245.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1991750.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1449320.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1900936.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0735020.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1023007.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1053560.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1999875.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1998935.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0540390.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2010325.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1384617.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1158572.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0843965.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1992133.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1997802.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0734769.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0302001.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0848059.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1158573.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2005091.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2008454.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2000356.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
1992126.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
2010474.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0687278.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0777090.jpg,DHC-6,59,,,,,,,,,,,,,,,,,,,,
0069770.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0167123.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1097300.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1194995.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0114402.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0082492.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1272644.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0157159.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
2057958.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0907363.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1149052.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0302038.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0296013.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0685134.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0362888.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0630229.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1043778.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1003141.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0093513.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0064627.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0161728.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0114425.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1192103.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0573292.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1412618.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0713740.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0127502.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1683145.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1028704.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1169726.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1891667.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0097113.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
0302923.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1031455.jpg,DHC-8-100,60,,,,,,,,,,,,,,,,,,,,
1637519.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0127501.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
2125161.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
2191947.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
2147230.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0822062.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
2171042.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1188112.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1219389.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
2264968.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0062697.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0763430.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1656419.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
2251230.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1121273.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1714818.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1736150.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1144436.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0136179.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1043793.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0460483.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
2106882.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0383680.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0732415.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1548444.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1870570.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1043724.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1538836.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0979645.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1465203.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1444145.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
0835324.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1709677.jpg,DHC-8-300,61,,,,,,,,,,,,,,,,,,,,
1150085.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1223202.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1513134.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1283207.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
0780677.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
2236316.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1773350.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1365858.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
2259663.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1634649.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1837336.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1234230.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1521506.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1460096.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1001812.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1222829.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
2231709.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1606079.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1915068.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1318818.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1366121.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1670610.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1563889.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
2229412.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1666989.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1698129.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1408695.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
2185726.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1726551.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1374642.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1637925.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1382204.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1540006.jpg,DR-400,62,,,,,,,,,,,,,,,,,,,,
1122822.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0517625.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0248122.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0908591.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1124489.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1068481.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0673508.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0923562.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0492492.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0925499.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0997581.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1060652.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0443972.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1455391.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1895014.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0943962.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0522914.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
2169272.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1693197.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1092265.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0465268.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
2170856.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1458702.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1453430.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
2123970.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1228463.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1326646.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0063918.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1674738.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1810960.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0958520.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
0917357.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1938172.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
2101956.jpg,Dornier 328,63,,,,,,,,,,,,,,,,,,,,
1145151.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1303460.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
0708630.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1315140.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1077156.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1227101.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
2105219.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
0905078.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
2239296.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1286492.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
0779704.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1052982.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1132242.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1948105.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1231108.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
2175372.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1255533.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
2201797.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1913803.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1548402.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
2111639.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
2233055.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1253163.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1230044.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1870652.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1412890.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
2213540.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
0832778.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1277631.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1909787.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
0907298.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1260870.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1003826.jpg,E-170,64,,,,,,,,,,,,,,,,,,,,
1680707.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1539297.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1877896.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1899114.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1420069.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2162833.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1554632.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2013250.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1949040.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2054455.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2245655.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2259021.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2251900.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2046694.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1541263.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1594059.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2115317.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2060454.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2184057.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2100821.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1258502.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1519814.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1932450.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1951693.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1762097.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1658463.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1385441.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1663625.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1935194.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2240720.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1334213.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2264793.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
2039047.jpg,E-190,65,,,,,,,,,,,,,,,,,,,,
1777801.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2239066.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1551125.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1818393.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1650653.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2242332.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1943165.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1829675.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1682041.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2188151.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2034205.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1736158.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2222240.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1828262.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2091938.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2227561.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1861811.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1519022.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1961234.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1619847.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2154734.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2054441.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2143568.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1176910.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2115085.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2123883.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1905022.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1779182.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1163999.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2004590.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1455394.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2172296.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
2058486.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
1799469.jpg,E-195,66,,,,,,,,,,,,,,,,,,,,
0154392.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0483246.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0880595.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1239225.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1168799.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1244620.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1597903.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0074371.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0999159.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1695911.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0097758.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0897305.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0618977.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0184373.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1407503.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0448054.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1776805.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0697383.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0275110.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
2006024.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0488514.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1757785.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1222195.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0136148.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0979652.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0202431.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1390673.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0316509.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0457890.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0492538.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0350200.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
1519466.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0143079.jpg,EMB-120,67,,,,,,,,,,,,,,,,,,,,
0422704.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1217294.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0909665.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1550821.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1746036.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1025168.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1475361.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1954835.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0285462.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0961756.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1399596.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1956503.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1429072.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0227131.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0842124.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1204260.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1299912.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1414284.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1699127.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1162898.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0227129.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
2164986.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0457843.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
2020296.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1554094.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1223347.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
2153514.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0100211.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1815884.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1332077.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1924170.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
1129151.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0692098.jpg,ERJ 135,68,,,,,,,,,,,,,,,,,,,,
0576246.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1545195.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
0295742.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1468398.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1931060.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
0701142.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
2173590.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1503758.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1345199.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
0767540.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
2003270.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1246013.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
2096085.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1404675.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1782070.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
0185324.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1341834.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1550713.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1054078.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
0396527.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
1073073.jpg,ERJ 145,69,,,,,,,,,,,,,,,,,,,,
